hour,time,temperature_2m,dew_point_2m,relative_humidity_2m,wet_bulb_C
4837,2024-07-20 13:00:00,30.0,23.8,69,25.439059221259743
4838,2024-07-20 14:00:00,30.6,23.9,67,25.67709055444261
4839,2024-07-20 15:00:00,30.7,24.2,68,25.92951608748253
4840,2024-07-20 16:00:00,30.5,24.4,70,26.06143386714842
4841,2024-07-20 17:00:00,29.0,23.5,72,24.969368539056102
4842,2024-07-20 18:00:00,29.0,23.0,71,24.817035161965627
4843,2024-07-20 19:00:00,27.6,23.1,77,24.390409609073856
4844,2024-07-20 20:00:00,26.5,23.8,85,24.4739072572152
4845,2024-07-20 21:00:00,25.6,24.1,92,24.559460421495128
4846,2024-07-20 22:00:00,25.3,24.0,92,24.26257652127417
4847,2024-07-20 23:00:00,25.4,24.0,93,24.49776170623187
4848,2024-07-21 00:00:00,24.7,24.0,96,24.206755060703063
4849,2024-07-21 01:00:00,24.4,23.8,96,23.907191337808293
4850,2024-07-21 02:00:00,24.3,23.6,96,23.80733674063295
4851,2024-07-21 03:00:00,24.0,23.4,97,23.640526100761303
4852,2024-07-21 04:00:00,23.6,23.1,97,23.240240026934895
4853,2024-07-21 05:00:00,23.8,23.4,97,23.44038308653634
4854,2024-07-21 06:00:00,22.9,22.8,99,22.80040611232012
4855,2024-07-21 07:00:00,23.3,23.2,99,23.202397864010894
4856,2024-07-21 08:00:00,25.0,23.4,91,23.830256838351783
4857,2024-07-21 09:00:00,26.2,23.8,86,24.321379905439475
4858,2024-07-21 10:00:00,27.9,24.2,81,25.25875006826294
4859,2024-07-21 11:00:00,29.0,25.0,79,26.021218455811564
4860,2024-07-21 12:00:00,30.1,24.6,72,26.00069199071307
4861,2024-07-21 13:00:00,30.6,24.5,70,26.15458810857605
4862,2024-07-21 14:00:00,27.4,23.1,78,24.344924473891222
4863,2024-07-21 15:00:00,26.2,23.6,86,24.321379905439475
4864,2024-07-21 16:00:00,29.1,24.2,75,25.517723848335375
4865,2024-07-21 17:00:00,30.0,23.8,69,25.439059221259743
4866,2024-07-21 18:00:00,30.0,23.8,69,25.439059221259743
4867,2024-07-21 19:00:00,29.5,23.5,70,25.129890359623207
4868,2024-07-21 20:00:00,27.5,24.5,84,25.303975857112007
4869,2024-07-21 21:00:00,26.2,24.8,92,25.153227890799634
4870,2024-07-21 22:00:00,25.5,24.8,96,25.005591156763533
4871,2024-07-21 23:00:00,25.2,24.6,96,24.706027705122093
4872,2024-07-22 00:00:00,24.8,24.5,98,24.575513677448118
4873,2024-07-22 01:00:00,24.3,24.1,99,24.207376481725543
4874,2024-07-22 02:00:00,24.1,24.0,100,24.006380844364283
4875,2024-07-22 03:00:00,23.6,23.6,100,23.503891562899998
4876,2024-07-22 04:00:00,23.6,23.6,100,23.503891562899998
4877,2024-07-22 05:00:00,23.5,23.5,100,23.403393674157567
4878,2024-07-22 06:00:00,23.4,23.3,100,23.302895774536758
4879,2024-07-22 07:00:00,23.5,23.4,99,23.403393674157567
4880,2024-07-22 08:00:00,23.9,22.1,90,22.61120528902507
4881,2024-07-22 09:00:00,23.9,22.4,91,22.744210948778104
4882,2024-07-22 10:00:00,26.0,23.5,86,24.1263032170049
4883,2024-07-22 11:00:00,27.6,24.1,82,25.113951524126858
4884,2024-07-22 12:00:00,28.3,24.1,78,25.20410830886036
4885,2024-07-22 13:00:00,29.9,24.7,74,26.121453925755528
4886,2024-07-22 14:00:00,29.9,24.0,71,25.658154953587527
4887,2024-07-22 15:00:00,26.6,23.1,81,24.00726725285765
4888,2024-07-22 16:00:00,28.3,24.0,77,25.05673920514425
4889,2024-07-22 17:00:00,29.2,24.5,76,25.763141206736588
4890,2024-07-22 18:00:00,29.1,23.9,73,25.215192901354207
4891,2024-07-22 19:00:00,28.7,23.9,75,25.13920967440566
4892,2024-07-22 20:00:00,26.0,24.2,90,24.679676150675046
4893,2024-07-22 21:00:00,25.4,24.4,94,24.633863368630703
4894,2024-07-22 22:00:00,25.1,24.2,95,24.470946712516007
4895,2024-07-22 23:00:00,24.8,24.2,97,24.441097708366474
4896,2024-07-23 00:00:00,24.6,24.2,98,24.374942068392837
4897,2024-07-23 01:00:00,24.4,24.1,99,24.307874284391144
4898,2024-07-23 02:00:00,24.4,24.1,99,24.307874284391144
4899,2024-07-23 03:00:00,24.3,24.0,98,24.07408457335485
4900,2024-07-23 04:00:00,24.3,23.8,97,23.940740537508777
4901,2024-07-23 05:00:00,24.0,23.5,97,23.640526100761303
4902,2024-07-23 06:00:00,24.2,23.6,96,23.70748213197148
4903,2024-07-23 07:00:00,24.0,23.0,94,23.242078261513353
4904,2024-07-23 08:00:00,24.6,23.2,92,23.569846985616714
4905,2024-07-23 09:00:00,24.0,22.8,92,22.976078320636418
4906,2024-07-23 10:00:00,24.4,22.3,88,22.83498018997873
4907,2024-07-23 11:00:00,26.7,23.4,82,24.245194351932874
4908,2024-07-23 12:00:00,28.1,24.5,81,25.4512856513881
4909,2024-07-23 13:00:00,28.5,24.0,77,25.24711893486076
4910,2024-07-23 14:00:00,26.6,23.7,84,24.430617175920535
4911,2024-07-23 15:00:00,28.5,24.5,79,25.542538708809456
4912,2024-07-23 16:00:00,28.8,23.3,72,24.781854934128173
4913,2024-07-23 17:00:00,27.0,23.5,81,24.392339172789733
4914,2024-07-23 18:00:00,27.4,23.7,81,24.77741083873557
4915,2024-07-23 19:00:00,26.9,23.3,81,24.296071216728247
4916,2024-07-23 20:00:00,24.5,23.5,95,23.873135730815928
4917,2024-07-23 21:00:00,24.1,23.4,96,23.607627511795208
4918,2024-07-23 22:00:00,24.0,23.2,95,23.374959590741316
4919,2024-07-23 23:00:00,24.0,23.2,95,23.374959590741316
4920,2024-07-24 00:00:00,23.9,23.1,95,23.275324327245595
4921,2024-07-24 01:00:00,23.6,23.0,97,23.240240026934895
4922,2024-07-24 02:00:00,23.5,22.9,96,23.00849954730787
4923,2024-07-24 03:00:00,23.4,22.6,95,22.77714783071502
4924,2024-07-24 04:00:00,23.2,22.6,96,22.708935407260977
4925,2024-07-24 05:00:00,23.2,22.5,96,22.708935407260977
4926,2024-07-24 06:00:00,23.2,22.5,96,22.708935407260977
4927,2024-07-24 07:00:00,23.1,22.5,96,22.609080670337487
4928,2024-07-24 08:00:00,24.0,23.2,95,23.374959590741316
4929,2024-07-24 09:00:00,24.5,22.8,90,23.20219755860746
4930,2024-07-24 10:00:00,25.4,23.5,89,23.952036195699282
4931,2024-07-24 11:00:00,26.5,24.0,86,24.61399483200513
4932,2024-07-24 12:00:00,28.2,23.9,77,24.96154931462069
4933,2024-07-24 13:00:00,29.1,24.0,74,25.366718456953205
4934,2024-07-24 14:00:00,29.3,23.7,72,25.250638801031112
4935,2024-07-24 15:00:00,29.1,23.5,72,25.06312531237916
4936,2024-07-24 16:00:00,29.5,23.9,72,25.438152212738363
4937,2024-07-24 17:00:00,27.0,23.5,81,24.392339172789733
4938,2024-07-24 18:00:00,26.5,23.9,85,24.4739072572152
4939,2024-07-24 19:00:00,26.6,24.0,86,24.711533112721423
4940,2024-07-24 20:00:00,25.9,24.2,91,24.718838683823336
4941,2024-07-24 21:00:00,25.0,24.3,96,24.506318681246437
4942,2024-07-24 22:00:00,24.5,24.0,97,24.140883439271978
4943,2024-07-24 23:00:00,24.2,23.9,98,23.97379871984752
4944,2024-07-25 00:00:00,24.0,23.8,99,23.90588300961654
4945,2024-07-25 01:00:00,24.2,24.0,99,24.10687866839192
4946,2024-07-25 02:00:00,23.7,23.5,99,23.604389440790644
4947,2024-07-25 03:00:00,23.5,22.9,96,23.00849954730787
4948,2024-07-25 04:00:00,23.8,23.1,96,23.308063581889193
4949,2024-07-25 05:00:00,23.6,23.0,97,23.240240026934895
4950,2024-07-25 06:00:00,23.3,22.8,97,22.940025351956802
4951,2024-07-25 07:00:00,23.1,22.5,96,22.609080670337487
4952,2024-07-25 08:00:00,24.0,22.4,91,22.842942458516518
4953,2024-07-25 09:00:00,23.8,21.8,89,22.3798274150318
4954,2024-07-25 10:00:00,23.7,22.0,90,22.414207757945334
4955,2024-07-25 11:00:00,23.8,22.2,91,22.645479425856987
4956,2024-07-25 12:00:00,24.4,22.6,90,23.103698880518373
4957,2024-07-25 13:00:00,25.0,23.1,90,23.694690749927872
4958,2024-07-25 14:00:00,24.8,23.1,91,23.632794065944385
4959,2024-07-25 15:00:00,25.1,23.4,90,23.793189348609133
4960,2024-07-25 16:00:00,26.8,23.4,82,24.341722988330016
4961,2024-07-25 17:00:00,27.0,23.4,81,24.392339172789733
4962,2024-07-25 18:00:00,26.8,22.7,78,23.772134484224672
4963,2024-07-25 19:00:00,26.1,23.1,83,23.805847759850682
4964,2024-07-25 20:00:00,24.1,23.0,94,23.341491561567256
4965,2024-07-25 21:00:00,23.7,22.9,95,23.07605376453426
4966,2024-07-25 22:00:00,23.0,22.1,95,22.378606416807475
4967,2024-07-25 23:00:00,22.5,22.0,98,22.268937511283003
4968,2024-07-26 00:00:00,22.7,22.1,96,22.209661603976528
4969,2024-07-26 01:00:00,23.0,22.2,96,22.509225921577208
4970,2024-07-26 02:00:00,23.0,22.1,95,22.378606416807475
4971,2024-07-26 03:00:00,22.8,22.0,95,22.179335636951617
4972,2024-07-26 04:00:00,22.3,21.9,97,21.939309017714127
4973,2024-07-26 05:00:00,22.1,21.9,98,21.867793222585124
4974,2024-07-26 06:00:00,22.2,21.9,98,21.968079312003145
4975,2024-07-26 07:00:00,22.3,21.9,97,21.939309017714127
4976,2024-07-26 08:00:00,23.6,23.0,96,23.108354237180855
4977,2024-07-26 09:00:00,23.9,22.9,94,23.14266494928857
4978,2024-07-26 10:00:00,23.6,23.0,96,23.108354237180855
4979,2024-07-26 11:00:00,23.9,23.1,96,23.40791823678299
4980,2024-07-26 12:00:00,24.6,23.1,91,23.43533124202589
4981,2024-07-26 13:00:00,25.0,23.2,90,23.694690749927872
4982,2024-07-26 14:00:00,25.2,23.1,88,23.619176260256992
4983,2024-07-26 15:00:00,25.4,23.5,89,23.952036195699282
4984,2024-07-26 16:00:00,25.5,23.6,90,24.18718361253367
4985,2024-07-26 17:00:00,25.5,23.7,90,24.18718361253367
4986,2024-07-26 18:00:00,25.5,23.9,91,24.323913545750028
4987,2024-07-26 19:00:00,25.3,24.0,93,24.39857313992925
4988,2024-07-26 20:00:00,25.1,23.5,90,23.793189348609133
4989,2024-07-26 21:00:00,24.5,23.4,94,23.739144640690267
4990,2024-07-26 22:00:00,24.4,23.4,94,23.639731389012045
4991,2024-07-26 23:00:00,24.4,23.4,94,23.639731389012045
4992,2024-07-27 00:00:00,23.9,23.1,96,23.40791823678299
4993,2024-07-27 01:00:00,23.8,23.1,96,23.308063581889193
4994,2024-07-27 02:00:00,23.6,23.0,96,23.108354237180855
4995,2024-07-27 03:00:00,23.9,23.2,96,23.40791823678299
4996,2024-07-27 04:00:00,23.9,23.3,96,23.40791823678299
4997,2024-07-27 05:00:00,23.9,23.4,97,23.54045459930681
4998,2024-07-27 06:00:00,23.8,23.2,97,23.44038308653634
4999,2024-07-27 07:00:00,23.5,23.1,98,23.271797436937877
5000,2024-07-27 08:00:00,23.0,21.9,94,22.24794458642734
5001,2024-07-27 09:00:00,23.0,21.8,92,21.986462850510634
5002,2024-07-27 10:00:00,23.4,22.1,93,22.51398804977411
5003,2024-07-27 11:00:00,23.4,22.0,92,22.382309194438815
5004,2024-07-27 12:00:00,23.8,22.2,91,22.645479425856987
5005,2024-07-27 13:00:00,23.8,22.6,93,22.910743178595023
5006,2024-07-27 14:00:00,24.5,22.8,90,23.20219755860746
5007,2024-07-27 15:00:00,25.3,22.6,85,23.30641793255994
5008,2024-07-27 16:00:00,26.5,22.8,80,23.769563777978732
5009,2024-07-27 17:00:00,26.8,22.8,79,23.915024524768643
5010,2024-07-27 18:00:00,27.4,22.7,76,24.054739649888955
5011,2024-07-27 19:00:00,27.1,23.0,78,24.05852955656822
5012,2024-07-27 20:00:00,25.4,23.5,89,23.952036195699282
5013,2024-07-27 21:00:00,24.8,23.5,93,23.902630126623077
5014,2024-07-27 22:00:00,24.5,23.5,94,23.739144640690267
5015,2024-07-27 23:00:00,24.4,23.4,94,23.639731389012045
5016,2024-07-28 00:00:00,24.2,23.5,96,23.70748213197148
5017,2024-07-28 01:00:00,24.1,23.1,94,23.341491561567256
5018,2024-07-28 02:00:00,23.8,22.5,92,22.778155330170918
5019,2024-07-28 03:00:00,23.1,22.4,96,22.609080670337487
5020,2024-07-28 04:00:00,23.4,22.6,95,22.77714783071502
5021,2024-07-28 05:00:00,23.4,22.6,96,22.908644845716555
5022,2024-07-28 06:00:00,23.3,22.7,96,22.80879013237745
5023,2024-07-28 07:00:00,23.3,22.9,98,23.07122554188862
5024,2024-07-28 08:00:00,24.1,23.1,94,23.341491561567256
5025,2024-07-28 09:00:00,24.0,23.0,94,23.242078261513353
5026,2024-07-28 10:00:00,24.4,23.5,94,23.639731389012045
5027,2024-07-28 11:00:00,25.2,23.8,92,24.163615196462548
5028,2024-07-28 12:00:00,26.5,24.4,88,24.893493000859365
5029,2024-07-28 13:00:00,29.6,25.4,78,26.44514925410072
5030,2024-07-28 14:00:00,31.2,24.4,67,26.230392871073732
5031,2024-07-28 15:00:00,31.5,24.4,66,26.343491575776916
5032,2024-07-28 16:00:00,29.8,25.0,75,26.180122972225174
5033,2024-07-28 17:00:00,29.9,24.9,75,26.274751348603846
5034,2024-07-28 18:00:00,30.1,25.0,74,26.31013761363795
5035,2024-07-28 19:00:00,29.6,25.3,78,26.44514925410072
5036,2024-07-28 20:00:00,25.9,24.1,90,24.58117766880238
5037,2024-07-28 21:00:00,25.8,24.2,91,24.620107418162082
5038,2024-07-28 22:00:00,25.5,24.3,93,24.59695026048654
5039,2024-07-28 23:00:00,25.1,24.4,96,24.606173198814272
5040,2024-07-29 00:00:00,25.1,24.4,96,24.606173198814272
5041,2024-07-29 01:00:00,25.4,24.6,96,24.905736684069016
5042,2024-07-29 02:00:00,25.7,25.0,96,25.205300068732523
5043,2024-07-29 03:00:00,26.0,25.2,96,25.504863353546792
5044,2024-07-29 04:00:00,26.1,25.2,95,25.467297428222974
5045,2024-07-29 05:00:00,26.1,25.0,94,25.329755053575386
5046,2024-07-29 06:00:00,25.8,24.8,95,25.16839233302124
5047,2024-07-29 07:00:00,25.5,24.6,95,24.86948713572207
5048,2024-07-29 08:00:00,27.0,25.7,93,26.084777149031904
5049,2024-07-29 09:00:00,28.5,25.8,86,26.564757826824934
5050,2024-07-29 10:00:00,29.7,25.1,77,26.389395896105565
5051,2024-07-29 11:00:00,30.7,24.6,70,26.247742330363263
5052,2024-07-29 12:00:00,31.5,24.2,65,26.179100263568028
5053,2024-07-29 13:00:00,31.8,24.3,65,26.453805101903164
5054,2024-07-29 14:00:00,31.8,24.6,66,26.619176741370335
5055,2024-07-29 15:00:00,31.5,25.0,68,26.669788372774118
5056,2024-07-29 16:00:00,31.9,24.7,66,26.71107175372879
5057,2024-07-29 17:00:00,31.6,24.6,67,26.599260658974874
5058,2024-07-29 18:00:00,31.1,24.8,69,26.460370524421897
5059,2024-07-29 19:00:00,30.1,25.0,74,26.31013761363795
5060,2024-07-29 20:00:00,29.2,25.1,79,26.212690243184504
5061,2024-07-29 21:00:00,28.0,25.2,85,25.933265999256363
5062,2024-07-29 22:00:00,27.4,25.3,89,25.917292378856683
5063,2024-07-29 23:00:00,26.8,25.4,92,25.74699492416177
5064,2024-07-30 00:00:00,26.5,25.2,93,25.588835147049327
5065,2024-07-30 01:00:00,26.2,25.0,93,25.29126980547337
5066,2024-07-30 02:00:00,25.8,24.7,94,25.031515829869644
5067,2024-07-30 03:00:00,25.6,24.6,94,24.832689622628155
5068,2024-07-30 04:00:00,25.5,24.6,94,24.733276501488593
5069,2024-07-30 05:00:00,25.6,24.6,94,24.832689622628155
5070,2024-07-30 06:00:00,25.6,24.6,94,24.832689622628155
5071,2024-07-30 07:00:00,25.7,24.7,94,24.932102732078743
5072,2024-07-30 08:00:00,27.0,25.4,91,25.804881786932192
5073,2024-07-30 09:00:00,28.6,25.6,84,26.37141266112794
5074,2024-07-30 10:00:00,30.0,25.2,75,26.369379707659448
5075,2024-07-30 11:00:00,31.0,24.9,70,26.527204878465724
5076,2024-07-30 12:00:00,31.6,24.6,67,26.599260658974874
5077,2024-07-30 13:00:00,32.1,24.5,64,26.56125533488658
5078,2024-07-30 14:00:00,32.5,24.5,63,26.756660404655292
5079,2024-07-30 15:00:00,32.8,24.3,61,26.685182128820728
5080,2024-07-30 16:00:00,32.7,24.1,61,26.594973268456272
5081,2024-07-30 17:00:00,32.5,24.2,62,26.58612494263485
5082,2024-07-30 18:00:00,31.8,24.1,64,26.287546228110426
5083,2024-07-30 19:00:00,30.7,24.6,70,26.247742330363263
5084,2024-07-30 20:00:00,29.4,25.0,77,26.103826881181043
5085,2024-07-30 21:00:00,28.2,25.0,82,25.693122286849434
5086,2024-07-30 22:00:00,27.5,25.2,87,25.73167993218587
5087,2024-07-30 23:00:00,27.0,25.4,91,25.804881786932192
5088,2024-07-31 00:00:00,26.5,25.4,93,25.588835147049327
5089,2024-07-31 01:00:00,26.5,25.4,94,25.727407190372592
5090,2024-07-31 02:00:00,26.5,25.4,94,25.727407190372592
5091,2024-07-31 03:00:00,26.2,25.2,95,25.566932437399583
5092,2024-07-31 04:00:00,25.9,25.1,95,25.268027376061784
5093,2024-07-31 05:00:00,25.6,25.0,96,25.105445618308874
5094,2024-07-31 06:00:00,25.5,24.9,96,25.005591156763533
5095,2024-07-31 07:00:00,25.4,24.8,97,25.04152594847719
5096,2024-07-31 08:00:00,27.1,26.0,93,26.183965514594796
5097,2024-07-31 09:00:00,28.9,26.2,85,26.808879739578288
5098,2024-07-31 10:00:00,29.9,25.9,79,26.882841004009762
5099,2024-07-31 11:00:00,31.0,25.2,72,26.844500393167078
5100,2024-07-31 12:00:00,31.9,24.8,66,26.71107175372879
5101,2024-07-31 13:00:00,32.6,24.6,63,26.847559588456576
5102,2024-07-31 14:00:00,33.2,24.5,60,26.87089890242804
5103,2024-07-31 15:00:00,33.2,24.6,61,27.04601732876689
5104,2024-07-31 16:00:00,33.2,24.4,60,26.87089890242804
5105,2024-07-31 17:00:00,32.8,24.5,62,26.857795243959522
5106,2024-07-31 18:00:00,31.6,24.6,67,26.599260658974874
5107,2024-07-31 19:00:00,30.4,25.1,74,26.593163012647413
5108,2024-07-31 20:00:00,29.6,25.5,78,26.44514925410072
5109,2024-07-31 21:00:00,28.3,25.5,85,26.225137369446745
5110,2024-07-31 22:00:00,27.4,25.6,90,26.058653566604306
5111,2024-07-31 23:00:00,26.8,25.8,95,26.16474225755211
5112,2024-08-01 00:00:00,26.5,25.8,96,26.00413527500898
5113,2024-08-01 01:00:00,26.2,25.7,97,25.842096325585157
5114,2024-08-01 02:00:00,25.6,25.4,98,25.37779968381098
5115,2024-08-01 03:00:00,25.0,24.9,99,24.910860877801493
5116,2024-08-01 04:00:00,24.0,24.0,100,23.90588300961654
5117,2024-08-01 05:00:00,23.9,23.9,100,23.805385164122534
5118,2024-08-01 06:00:00,23.4,23.4,100,23.302895774536758
5119,2024-08-01 07:00:00,24.2,24.1,100,24.10687866839192
5120,2024-08-01 08:00:00,25.6,25.6,100,25.51384709362129
5121,2024-08-01 09:00:00,27.1,25.8,93,26.183965514594796
5122,2024-08-01 10:00:00,28.9,25.6,83,26.515850277256984
5123,2024-08-01 11:00:00,30.0,25.5,77,26.674964762878474
5124,2024-08-01 12:00:00,31.1,25.1,71,26.779645563409904
5125,2024-08-01 13:00:00,31.8,24.8,66,26.619176741370335
5126,2024-08-01 14:00:00,32.5,24.6,63,26.756660404655292
5127,2024-08-01 15:00:00,32.5,24.6,63,26.756660404655292
5128,2024-08-01 16:00:00,31.6,25.5,70,27.08612945219719
5129,2024-08-01 17:00:00,31.4,25.8,72,27.219525871692436
5130,2024-08-01 18:00:00,31.4,25.9,73,27.3783715582595
5131,2024-08-01 19:00:00,30.9,25.4,73,26.908116140990376
5132,2024-08-01 20:00:00,30.1,25.6,77,26.770154352428683
5133,2024-08-01 21:00:00,29.0,25.6,82,26.465349135200743
5134,2024-08-01 22:00:00,28.1,25.5,85,26.030556469796412
5135,2024-08-01 23:00:00,27.4,25.3,88,25.775710959262714
5136,2024-08-02 00:00:00,26.7,25.2,92,25.648033781927996
5137,2024-08-02 01:00:00,26.2,25.1,94,25.42916810501824
5138,2024-08-02 02:00:00,25.8,25.0,95,25.16839233302124
5139,2024-08-02 03:00:00,25.4,24.8,96,24.905736684069016
5140,2024-08-02 04:00:00,25.1,24.5,97,24.741311877857445
5141,2024-08-02 05:00:00,24.5,24.2,98,24.274656247600777
5142,2024-08-02 06:00:00,24.2,24.0,99,24.10687866839192
5143,2024-08-02 07:00:00,24.1,24.0,99,24.006380844364283
5144,2024-08-02 08:00:00,26.5,25.4,94,25.727407190372592
5145,2024-08-02 09:00:00,28.1,26.0,88,26.461879752488272
5146,2024-08-02 10:00:00,29.5,26.1,82,26.947990438919884
5147,2024-08-02 11:00:00,30.6,25.5,74,26.78184652403675
5148,2024-08-02 12:00:00,31.5,25.1,69,26.83175585052236
5149,2024-08-02 13:00:00,32.3,24.6,64,26.743727959968098
5150,2024-08-02 14:00:00,33.0,24.4,61,26.865599776942016
5151,2024-08-02 15:00:00,33.5,24.2,59,26.963111160713467
5152,2024-08-02 16:00:00,33.7,24.0,57,26.782215787324066
5153,2024-08-02 17:00:00,33.8,23.8,56,26.688684205172034
5154,2024-08-02 18:00:00,33.4,24.1,58,26.695407509311657
5155,2024-08-02 19:00:00,32.2,24.9,65,26.820077911367054
5156,2024-08-02 20:00:00,28.4,25.4,84,26.17733336974934
5157,2024-08-02 21:00:00,27.7,25.2,86,25.784453284265272
5158,2024-08-02 22:00:00,27.5,24.2,82,25.017423010753113
5159,2024-08-02 23:00:00,27.0,24.1,84,24.81877673586873
5160,2024-08-03 00:00:00,26.5,24.4,88,24.893493000859365
5161,2024-08-03 01:00:00,26.1,24.6,92,25.05426667636875
5162,2024-08-03 02:00:00,26.0,24.9,94,25.230341990588943
5163,2024-08-03 03:00:00,25.9,25.1,95,25.268027376061784
5164,2024-08-03 04:00:00,25.8,25.1,96,25.305154508061875
5165,2024-08-03 05:00:00,25.7,25.1,97,25.341739920950875
5166,2024-08-03 06:00:00,25.6,25.1,97,25.241668607653626
5167,2024-08-03 07:00:00,25.5,25.2,98,25.27751397035414
5168,2024-08-03 08:00:00,27.1,26.1,94,26.32388505326021
5169,2024-08-03 09:00:00,28.5,26.5,89,26.99818110051387
5170,2024-08-03 10:00:00,29.9,26.3,81,27.184103167732484
5171,2024-08-03 11:00:00,31.2,25.5,72,27.032013168816317
5172,2024-08-03 12:00:00,32.2,25.0,66,26.986756663202083
5173,2024-08-03 13:00:00,32.9,24.6,62,26.948351964028877
5174,2024-08-03 14:00:00,33.5,24.2,58,26.78453805467881
5175,2024-08-03 15:00:00,33.8,23.9,56,26.688684205172034
5176,2024-08-03 16:00:00,34.0,24.0,56,26.865446724825038
5177,2024-08-03 17:00:00,34.0,24.0,56,26.865446724825038
5178,2024-08-03 18:00:00,32.8,23.9,60,26.51147780466144
5179,2024-08-03 19:00:00,32.7,23.6,59,26.247143760236813
5180,2024-08-03 20:00:00,26.6,23.5,83,24.289777640147946
5181,2024-08-03 21:00:00,26.8,23.6,83,24.483349485651935
5182,2024-08-03 22:00:00,26.6,23.8,84,24.430617175920535
5183,2024-08-03 23:00:00,26.2,23.9,87,24.46050420859876
5184,2024-08-04 00:00:00,25.6,24.3,93,24.69613880272373
5185,2024-08-04 01:00:00,25.6,24.0,91,24.422644849157766
5186,2024-08-04 02:00:00,25.4,24.0,92,24.36153783369573
5187,2024-08-04 03:00:00,26.0,23.9,88,24.40337144821836
5188,2024-08-04 04:00:00,25.0,24.1,95,24.371311577927347
5189,2024-08-04 05:00:00,24.4,24.0,98,24.174370415930344
5190,2024-08-04 06:00:00,24.4,24.0,98,24.174370415930344
5191,2024-08-04 07:00:00,24.5,24.2,98,24.274656247600777
5192,2024-08-04 08:00:00,23.8,22.5,93,22.910743178595023
5193,2024-08-04 09:00:00,24.7,23.0,90,23.399194874856473
5194,2024-08-04 10:00:00,27.0,24.0,83,24.676921270731526
5195,2024-08-04 11:00:00,29.4,24.9,77,26.103826881181043
5196,2024-08-04 12:00:00,31.0,24.8,70,26.527204878465724
5197,2024-08-04 13:00:00,32.0,24.4,64,26.470018988585515
5198,2024-08-04 14:00:00,32.6,23.7,60,26.331767105980266
5199,2024-08-04 15:00:00,33.2,23.0,55,25.97702237515234
5200,2024-08-04 16:00:00,33.5,22.4,52,25.684665522486004
5201,2024-08-04 17:00:00,33.5,21.9,51,25.49609414919944
5202,2024-08-04 18:00:00,33.3,21.7,51,25.323311656572834
5203,2024-08-04 19:00:00,32.0,23.6,61,25.963510560948052
5204,2024-08-04 20:00:00,30.0,24.5,72,25.90693540834334
5205,2024-08-04 21:00:00,28.6,24.1,77,25.342308774150922
5206,2024-08-04 22:00:00,27.8,24.0,80,25.01761356008782
5207,2024-08-04 23:00:00,27.0,24.5,86,25.10168609588793
5208,2024-08-05 00:00:00,26.8,24.7,89,25.32771606857092
5209,2024-08-05 01:00:00,26.6,24.4,88,24.99151727128336
5210,2024-08-05 02:00:00,26.0,24.4,91,24.817569936966933
5211,2024-08-05 03:00:00,25.9,24.2,91,24.718838683823336
5212,2024-08-05 04:00:00,25.2,24.1,94,24.435037067641975
5213,2024-08-05 05:00:00,24.5,24.0,97,24.140883439271978
5214,2024-08-05 06:00:00,24.3,23.8,97,23.940740537508777
5215,2024-08-05 07:00:00,24.5,23.8,96,24.00704592352611
5216,2024-08-05 08:00:00,26.5,23.6,84,24.33357724908168
5217,2024-08-05 09:00:00,28.3,23.7,76,24.90894114212598
5218,2024-08-05 10:00:00,30.0,23.0,66,24.96506279893099
5219,2024-08-05 11:00:00,31.5,22.9,60,25.343356444982007
5220,2024-08-05 12:00:00,32.0,22.4,57,25.273307926923735
5221,2024-08-05 13:00:00,32.4,22.4,55,25.273043651974373
5222,2024-08-05 14:00:00,32.8,21.5,51,24.891354838844894
5223,2024-08-05 15:00:00,32.8,21.0,50,24.704054452199262
5224,2024-08-05 16:00:00,33.2,20.8,48,24.664771012201278
5225,2024-08-05 17:00:00,33.2,20.4,47,24.470434135528343
5226,2024-08-05 18:00:00,33.0,20.4,47,24.301105461644173
5227,2024-08-05 19:00:00,32.0,22.4,57,25.273307926923735
5228,2024-08-05 20:00:00,29.0,23.3,72,24.969368539056102
5229,2024-08-05 21:00:00,28.1,23.2,75,24.57143787451921
5230,2024-08-05 22:00:00,27.7,23.5,78,24.631319237513463
5231,2024-08-05 23:00:00,27.0,23.5,81,24.392339172789733
5232,2024-08-06 00:00:00,26.3,23.6,85,24.279325849193803
5233,2024-08-06 01:00:00,25.8,23.3,86,23.93122647163681
5234,2024-08-06 02:00:00,25.6,22.9,85,23.598290462190388
5235,2024-08-06 03:00:00,25.4,22.9,86,23.541072808873597
5236,2024-08-06 04:00:00,25.0,23.0,88,23.42312732613657
5237,2024-08-06 05:00:00,24.6,23.0,91,23.43533124202589
5238,2024-08-06 06:00:00,24.4,23.0,92,23.371924148096095
5239,2024-08-06 07:00:00,24.2,23.0,92,23.174001259856773
5240,2024-08-06 08:00:00,26.2,23.3,84,24.0424573794788
5241,2024-08-06 09:00:00,28.0,24.0,78,24.917713848739805
5242,2024-08-06 10:00:00,30.0,24.0,70,25.59566236334207
5243,2024-08-06 11:00:00,31.4,23.4,62,25.58999866436788
5244,2024-08-06 12:00:00,32.4,22.6,57,25.628345790925557
5245,2024-08-06 13:00:00,32.8,22.4,54,25.443820188439812
5246,2024-08-06 14:00:00,33.0,22.0,53,25.43559245191941
